model,policy,policy_label,review_budget,reviewer_success,seeds,tasks,mean_reviewed_tasks,mean_actual_review_rate,simulation,mean_team_success_rate,sd_team_success_rate,min_team_success_rate,max_team_success_rate,mean_selective_accuracy,sd_selective_accuracy,min_selective_accuracy,max_selective_accuracy,mean_autonomous_coverage,sd_autonomous_coverage,min_autonomous_coverage,max_autonomous_coverage,mean_autonomous_failure_rate,sd_autonomous_failure_rate,min_autonomous_failure_rate,max_autonomous_failure_rate,mean_failure_capture_rate,sd_failure_capture_rate,min_failure_capture_rate,max_failure_capture_rate,mean_deferral_precision,sd_deferral_precision,min_deferral_precision,max_deferral_precision,mean_unnecessary_review_rate,sd_unnecessary_review_rate,min_unnecessary_review_rate,max_unnecessary_review_rate,mean_errors_prevented_per_review,sd_errors_prevented_per_review,min_errors_prevented_per_review,max_errors_prevented_per_review,mean_reviews_per_prevented_failure,sd_reviews_per_prevented_failure,min_reviews_per_prevented_failure,max_reviews_per_prevented_failure
claude-sonnet-5,source_specific_opencoderx_deferral,Source-specific OpenCoderX,0.2,0.75,5,120,24.0,0.2,True,0.775,0.009128709291752735,0.7666666666666667,0.7916666666666666,0.75,0.0,0.75,0.75,0.8,0.0,0.8,0.8,0.25,0.0,0.25,0.25,0.22580645161290322,0.0,0.22580645161290322,0.22580645161290322,0.2916666666666667,0.0,0.2916666666666667,0.2916666666666667,0.7083333333333334,0.0,0.7083333333333334,0.7083333333333334,0.16666666666666666,0.04564354645876384,0.125,0.25,6.4,1.4966629547095767,4.0,8.0
claude-sonnet-5,source_specific_opencoderx_deferral,Source-specific OpenCoderX,0.5,0.75,5,120,60.0,0.5,True,0.8483333333333333,0.01224744871391589,0.825,0.8583333333333333,0.8,0.0,0.8,0.8,0.5,0.0,0.5,0.5,0.2,0.0,0.2,0.2,0.6129032258064516,0.0,0.6129032258064516,0.6129032258064516,0.31666666666666665,0.0,0.31666666666666665,0.31666666666666665,0.6833333333333333,0.0,0.6833333333333333,0.6833333333333333,0.21333333333333335,0.024494897427831785,0.16666666666666666,0.23333333333333334,4.76043956043956,0.6370745843963691,4.285714285714286,6.0
claude-sonnet-5,oracle_deferral,Oracle (upper bound),0.1,0.75,5,120,12.0,0.1,True,0.8233333333333334,0.008164965809277258,0.8083333333333333,0.8333333333333334,0.8240740740740741,0.0,0.8240740740740741,0.8240740740740741,0.9,0.0,0.9,0.9,0.17592592592592593,0.0,0.17592592592592593,0.17592592592592593,0.3870967741935484,0.0,0.3870967741935484,0.3870967741935484,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8166666666666667,0.08164965809277261,0.6666666666666666,0.9166666666666666,1.238181818181818,0.13755840232274721,1.0909090909090908,1.5
claude-sonnet-5,oracle_deferral,Oracle (upper bound),0.2,0.75,5,120,24.0,0.2,True,0.8966666666666667,0.02614064523559688,0.85,0.925,0.9270833333333334,0.0,0.9270833333333334,0.9270833333333334,0.8,0.0,0.8,0.8,0.07291666666666667,0.0,0.07291666666666667,0.07291666666666667,0.7741935483870968,0.0,0.7741935483870968,0.7741935483870968,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.775,0.13070322617798436,0.5416666666666666,0.9166666666666666,1.335282261598051,0.2694220374795234,1.0909090909090908,1.8461538461538463
claude-sonnet-5,oracle_deferral,Oracle (upper bound),0.5,0.75,5,120,60.0,0.5,True,0.9333333333333333,0.022360679774997883,0.8916666666666667,0.9583333333333334,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5166666666666667,0.0,0.5166666666666667,0.5166666666666667,0.48333333333333334,0.0,0.48333333333333334,0.48333333333333334,0.38333333333333336,0.04472135954999581,0.3,0.43333333333333335,2.649944258639911,0.35519713801530123,2.3076923076923075,3.3333333333333335
qwen3-coder-plus,random_deferral,Random,0.1,0.75,5,120,12.0,0.1,True,0.6283333333333334,0.011303883305208793,0.6166666666666667,0.6416666666666667,0.5944444444444444,0.013608276348795443,0.5740740740740741,0.6111111111111112,0.9,0.0,0.9,0.9,0.40555555555555556,0.013608276348795438,0.3888888888888889,0.42592592592592593,0.0875,0.03061862178478973,0.041666666666666664,0.125,0.35,0.12247448713915891,0.16666666666666666,0.5,0.65,0.12247448713915891,0.5,0.8333333333333334,0.2833333333333333,0.11303883305208781,0.16666666666666666,0.4166666666666667,4.16,1.6119553343687907,2.4,6.0
qwen3-coder-plus,random_deferral,Random,0.2,0.75,5,120,24.0,0.2,True,0.6566666666666666,0.014337208778404392,0.6333333333333333,0.675,0.5979166666666667,0.020412414523193187,0.5729166666666666,0.6145833333333334,0.8,0.0,0.8,0.8,0.40208333333333335,0.02041241452319313,0.3854166666666667,0.4270833333333333,0.19583333333333333,0.04082482904638629,0.14583333333333334,0.22916666666666666,0.39166666666666666,0.08164965809277258,0.2916666666666667,0.4583333333333333,0.6083333333333333,0.08164965809277264,0.5416666666666666,0.7083333333333334,0.2833333333333333,0.07168604389202189,0.16666666666666666,0.375,3.819047619047619,1.1781841595574944,2.6666666666666665,6.0
qwen3-coder-plus,random_deferral,Random,0.5,0.75,5,120,60.0,0.5,True,0.75,0.01900292375165231,0.7333333333333333,0.7833333333333333,0.61,0.0442216638714053,0.55,0.6666666666666666,0.5,0.0,0.5,0.5,0.39,0.044221663871405345,0.3333333333333333,0.45,0.5125,0.05527707983925667,0.4375,0.5833333333333334,0.41,0.044221663871405345,0.35,0.4666666666666667,0.59,0.04422166387140534,0.5333333333333333,0.65,0.3,0.03800584750330459,0.26666666666666666,0.36666666666666664,3.382915845764143,0.3928014778827457,2.727272727272727,3.75
qwen3-coder-plus,test_failure_deferral,Pre-repair test failure,0.1,0.75,5,120,12.0,0.1,True,0.6616666666666667,0.011303883305208793,0.65,0.675,0.6481481481481481,0.0,0.6481481481481481,0.6481481481481481,0.9,0.0,0.9,0.9,0.35185185185185186,0.0,0.35185185185185186,0.35185185185185186,0.20833333333333334,0.0,0.20833333333333334,0.20833333333333334,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6166666666666667,0.1130388330520878,0.5,0.75,1.6761904761904762,0.29875023126396427,1.3333333333333333,2.0
qwen3-coder-plus,test_failure_deferral,Pre-repair test failure,0.2,0.75,5,120,24.0,0.2,True,0.7333333333333334,0.013944333775567929,0.7166666666666667,0.75,0.71875,0.0,0.71875,0.71875,0.8,0.0,0.8,0.8,0.28125,0.0,0.28125,0.28125,0.4375,0.0,0.4375,0.4375,0.875,0.0,0.875,0.875,0.125,0.0,0.125,0.125,0.6666666666666667,0.06972166887783962,0.5833333333333334,0.75,1.5170868347338935,0.16353938187579997,1.3333333333333333,1.7142857142857142
qwen3-coder-plus,test_failure_deferral,Pre-repair test failure,0.5,0.75,5,120,60.0,0.5,True,0.8916666666666667,0.024152294576982418,0.85,0.925,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.5833333333333334,0.0483045891539648,0.5,0.65,1.7267399267399268,0.15102240265758388,1.5384615384615385,2.0
qwen3-coder-plus,aggregate_uncertainty_deferral,Aggregate uncertainty,0.1,0.75,5,120,12.0,0.1,True,0.6416666666666667,0.011785113019775797,0.625,0.6583333333333333,0.6296296296296297,0.0,0.6296296296296297,0.6296296296296297,0.9,0.0,0.9,0.9,0.37037037037037035,0.0,0.37037037037037035,0.37037037037037035,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.11785113019775793,0.25,0.5833333333333334,2.6228571428571428,0.8126349181545681,1.7142857142857142,4.0
qwen3-coder-plus,aggregate_uncertainty_deferral,Aggregate uncertainty,0.2,0.75,5,120,24.0,0.2,True,0.6933333333333334,0.0097182531580755,0.6833333333333333,0.7083333333333334,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.8,0.0,0.8,0.8,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.04859126579037749,0.4166666666666667,0.5416666666666666,2.1655944055944056,0.21891503122083744,1.8461538461538463,2.4
qwen3-coder-plus,aggregate_uncertainty_deferral,Aggregate uncertainty,0.5,0.75,5,120,60.0,0.5,True,0.8099999999999999,0.013333333333333317,0.7916666666666666,0.825,0.7666666666666667,0.0,0.7666666666666667,0.7666666666666667,0.5,0.0,0.5,0.5,0.23333333333333334,0.0,0.23333333333333334,0.23333333333333334,0.7083333333333334,0.0,0.7083333333333334,0.7083333333333334,0.5666666666666667,0.0,0.5666666666666667,0.5666666666666667,0.43333333333333335,0.0,0.43333333333333335,0.43333333333333335,0.42000000000000004,0.02666666666666666,0.38333333333333336,0.45,2.3906280193236715,0.15252841156356237,2.2222222222222223,2.608695652173913
qwen3-coder-plus,source_specific_opencoderx_deferral,Source-specific OpenCoderX,0.1,0.75,5,120,12.0,0.1,True,0.63,0.008498365855987976,0.6166666666666667,0.6416666666666667,0.6111111111111112,0.0,0.6111111111111112,0.6111111111111112,0.9,0.0,0.9,0.9,0.3888888888888889,0.0,0.3888888888888889,0.3888888888888889,0.125,0.0,0.125,0.125,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.3,0.08498365855987976,0.16666666666666666,0.4166666666666667,3.68,1.2687001221722964,2.4,6.0
qwen3-coder-plus,source_specific_opencoderx_deferral,Source-specific OpenCoderX,0.2,0.75,5,120,24.0,0.2,True,0.6699999999999999,0.011303883305208783,0.6583333333333333,0.6916666666666667,0.6354166666666666,0.0,0.6354166666666666,0.6354166666666666,0.8,0.0,0.8,0.8,0.3645833333333333,0.0,0.3645833333333333,0.3645833333333333,0.2708333333333333,0.0,0.2708333333333333,0.2708333333333333,0.5416666666666666,0.0,0.5416666666666666,0.5416666666666666,0.4583333333333333,0.0,0.4583333333333333,0.4583333333333333,0.35,0.05651941652604389,0.2916666666666667,0.4583333333333333,2.922077922077922,0.4056441065398557,2.1818181818181817,3.4285714285714284
qwen3-coder-plus,source_specific_opencoderx_deferral,Source-specific OpenCoderX,0.5,0.75,5,120,60.0,0.5,True,0.7516666666666667,0.024381231397212995,0.725,0.7916666666666666,0.6166666666666667,0.0,0.6166666666666667,0.6166666666666667,0.5,0.0,0.5,0.5,0.38333333333333336,0.0,0.38333333333333336,0.38333333333333336,0.5208333333333334,0.0,0.5208333333333334,0.5208333333333334,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.0,0.5833333333333334,0.5833333333333334,0.30333333333333334,0.04876246279442598,0.25,0.38333333333333336,3.3776214833759592,0.5065384458659179,2.608695652173913,4.0
qwen3-coder-plus,oracle_deferral,Oracle (upper bound),0.1,0.75,5,120,12.0,0.1,True,0.6733333333333333,0.013333333333333336,0.6583333333333333,0.6916666666666667,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.9,0.0,0.9,0.9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.25,0.0,0.25,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333334,0.1333333333333333,0.5833333333333334,0.9166666666666666,1.4105627705627706,0.25960539067031857,1.0909090909090908,1.7142857142857142
qwen3-coder-plus,oracle_deferral,Oracle (upper bound),0.2,0.75,5,120,24.0,0.2,True,0.7533333333333333,0.009999999999999993,0.7416666666666667,0.7666666666666667,0.75,0.0,0.75,0.75,0.8,0.0,0.8,0.8,0.25,0.0,0.25,0.25,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7666666666666667,0.04999999999999998,0.7083333333333334,0.8333333333333334,1.309969040247678,0.08625598134052138,1.2,1.411764705882353
qwen3-coder-plus,oracle_deferral,Oracle (upper bound),0.5,0.75,5,120,60.0,0.5,True,0.8916666666666667,0.024152294576982418,0.85,0.925,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.5833333333333334,0.0483045891539648,0.5,0.65,1.7267399267399268,0.15102240265758388,1.5384615384615385,2.0
